Platform,Year_of_Release,Genre,Publisher,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count
PS2,2005,Racing,Konami Digital Entertainment,0.15,70,43,7.6,17
PS2,2000,Role-Playing,Konami Digital Entertainment,0.08,48,16,6.3,39
Wii,2010,Platform,Disney Interactive Studios,3,73,78,7,131
PS3,2012,Action,Disney Interactive Studios,0.47,59,36,4.3,24
X360,2012,Action,Disney Interactive Studios,0.51,59,35,5.5,22
WiiU,2012,Action,Disney Interactive Studios,0.23,57,14,5.6,46
X360,2006,Action,Vivendi Games,0.14,48,32,5.7,24
DS,2006,Action,Vivendi Games,0.16,63,17,7.6,13
PS3,2014,Action,Deep Silver,0.07,40,25,3.5,51
X360,2014,Action,Deep Silver,0.07,32,12,3.8,74
Wii,2006,Action,Eidos Interactive,0.06,37,13,5,25
PS2,2001,Adventure,LucasArts,0.1,84,21,8.2,11
PS2,2003,Sports,Sega,0.16,83,14,8.5,8
PS2,2004,Sports,Sega,0.84,86,14,8.1,10
XB,2004,Sports,Sega,0.38,86,18,8.3,11
PS2,2004,Sports,Global Star,1.59,83,24,7.5,36
XB,2004,Sports,Global Star,0.95,85,28,8.7,22
XB,2003,Sports,Sega,0.27,87,18,8.2,25
PS2,2003,Sports,Sega,0.54,89,18,8.4,38
PS2,2004,Sports,Sega,2.62,90,37,8.2,84
XB,2004,Sports,Sega,1.63,92,42,9.1,93
PS2,2003,Sports,Sega,0.56,91,20,8.5,25
XB,2003,Sports,Sega,0.36,91,25,8.9,45
PS2,2004,Sports,Global Star,0.88,86,25,8.1,18
XB,2004,Sports,Global Star,0.42,88,32,8.5,14
PS2,2003,Sports,Sega,0.23,90,19,7,22
XB,2003,Sports,Sega,0.11,88,25,8.4,24
PS2,2000,Sports,Konami Digital Entertainment,0.21,64,14,7.9,8
PS2,2001,Sports,Konami Digital Entertainment,0.36,58,15,7.8,14
WiiU,2012,Sports,Ubisoft,0.36,31,13,2.7,18
GC,2002,Adventure,Nintendo,0.44,92,41,8.7,173
PS2,2008,Role-Playing,Banpresto,0.14,65,11,8.2,9
PS2,2000,Role-Playing,Ubisoft,0.3,62,13,5.3,9
X360,2007,Role-Playing,Atari,0.32,79,56,7.9,97
PS3,2008,Role-Playing,Atari,0.44,80,34,7.8,117
3DS,2015,Role-Playing,Nippon Ichi Software,0.24,77,44,7.9,49
DS,2007,Role-Playing,Nintendo,0.33,75,30,8.5,37
DS,2008,Role-Playing,Atlus,0.26,82,17,8.9,24
DS,2010,Role-Playing,Atlus,0.31,77,23,8,21
3DS,2013,Role-Playing,Atlus,0.26,80,41,8.2,89
PS2,2006,Shooter,Namco Bandai Games,0.02,40,17,7,5
PC,2012,Action,SCS Software,0.13,79,17,8.7,992
PC,2003,Role-Playing,CCP,0.2,69,22,7.5,280
PS4,2016,Shooter,CCP,0.1,73,26,6.3,37
PS2,2002,Adventure,Capcom,0.03,59,21,7.5,4
PS2,2000,Role-Playing,Ubisoft,0.35,59,12,7.8,4
PS2,2003,Role-Playing,Sony Online Entertainment,0.43,74,22,8.2,33
PS2,2003,Role-Playing,Sony Online Entertainment,0.19,77,16,8.5,17
PSP,2006,Shooter,Disney Interactive Studios,0.12,74,45,7.3,9
PS3,2011,Misc,Sony Computer Entertainment,0.12,66,5,6.8,8
PS,2000,Adventure,THQ,0.27,51,8,6,7
PS2,2005,Action,THQ,0.21,68,26,8.5,8
PC,2004,Strategy,Vivendi Games,0.02,75,51,8.3,106
PS2,2002,Sports,Konami Digital Entertainment,0.26,44,14,6.7,9
GC,2002,Role-Playing,Ubisoft,0.08,63,20,8,10
PC,2015,Shooter,Take-Two Interactive,0.19,77,39,4.3,969
PS4,2015,Shooter,Take-Two Interactive,0.96,76,46,4.3,894
XOne,2015,Shooter,Take-Two Interactive,0.64,74,31,5.1,336
Wii,2006,Racing,Nintendo,0.53,72,57,8.4,83
Wii,2009,Racing,Nintendo,0.26,77,29,8.6,26
Wii,2010,Sports,Namco Bandai Games,0.29,60,9,7.6,5
PS4,2015,Role-Playing,Aksys Games,0.04,69,13,7.9,16
PSV,2015,Role-Playing,Aksys Games,0.06,71,8,8.3,12
PSP,2005,Puzzle,Ubisoft,0.08,77,36,7.7,13
DS,2008,Puzzle,Square Enix,0.1,64,25,6.7,6
PS2,2001,Action,Sony Computer Entertainment,0.55,67,19,7.8,19
PS3,2009,Simulation,Sony Computer Entertainment,0.99,70,35,8.2,20
PS2,2003,Misc,Sony Computer Entertainment,4.2,80,32,7.5,22
PS2,2004,Misc,Sony Computer Entertainment,0.38,78,30,7,9
PS2,2004,Sports,Sony Computer Entertainment,0.43,71,38,7.8,5
PS2,2003,Misc,Sony Computer Entertainment,0.18,73,34,8,5
PS2,2005,Sports,Sony Computer Entertainment,0.17,78,32,8.3,11
PS2,2002,Fighting,Eidos Interactive,0.1,57,28,7.2,6
X360,2006,Shooter,Vivendi Games,0.34,85,44,7.3,131
PS3,2007,Shooter,Vivendi Games,0.54,72,31,7.4,64
PC,2009,Shooter,Warner Bros. Interactive Entertainment,0.07,79,49,7.8,520
PS3,2009,Shooter,Warner Bros. Interactive Entertainment,0.47,79,48,7.9,98
X360,2009,Shooter,Warner Bros. Interactive Entertainment,0.52,77,68,8,114
PC,2011,Shooter,Warner Bros. Interactive Entertainment,0.15,74,34,5.9,420
X360,2011,Shooter,Warner Bros. Interactive Entertainment,0.45,75,71,7,139
PS3,2011,Shooter,Warner Bros. Interactive Entertainment,0.45,74,48,7.1,103
X360,2007,Shooter,Vivendi Games,0.09,66,43,7.1,16
PC,2007,Shooter,Vivendi Games,0.01,61,27,7.3,106
XB,2001,Racing,Electronic Arts,0.06,83,11,5.5,8
PS2,2001,Racing,Electronic Arts,0.15,83,13,8.3,9
PS2,2002,Racing,Electronic Arts,0.12,81,11,6.4,10
GC,2002,Racing,Electronic Arts,0.03,72,7,7.8,4
PSP,2009,Racing,Codemasters,0.52,68,23,7.2,14
Wii,2009,Racing,Codemasters,0.87,69,29,7.2,30
PC,2010,Racing,Codemasters,0.05,84,15,6.6,99
X360,2010,Racing,Codemasters,0.88,84,43,7.5,65
PS3,2010,Racing,Codemasters,1.34,84,46,7.8,83
PSV,2011,Racing,Codemasters,0.13,66,27,6.2,25
3DS,2011,Racing,Codemasters,0.16,59,15,6.8,13
X360,2011,Racing,Codemasters,0.72,84,61,7.1,54
PS3,2011,Racing,Codemasters,1.2,82,36,7.1,55
PC,2011,Racing,Codemasters,0.19,83,10,7.2,83
PC,2012,Racing,Codemasters,0.15,80,15,6.9,115
X360,2012,Racing,Codemasters,0.49,84,42,6.9,56
PS3,2012,Racing,Codemasters,1.03,81,23,7.5,54
PS3,2013,Racing,Codemasters,0.54,77,22,6.3,40
X360,2013,Racing,Codemasters,0.3,79,29,6.6,33
X360,2014,Racing,Codemasters,0.23,64,14,4.1,20
PS3,2014,Racing,Codemasters,0.41,62,19,4.1,28
PC,2014,Racing,Codemasters,0.1,61,20,4.8,65
PC,2015,Racing,Codemasters,0.05,61,13,3.6,63
XOne,2015,Racing,Codemasters,0.25,64,13,5.3,22
PS4,2015,Racing,Codemasters,0.66,65,46,6.3,43
PS2,2003,Racing,Electronic Arts,0.1,70,15,7.7,15
PC,2012,Racing,Codemasters,0.02,62,8,5.4,46
PS3,2012,Racing,Codemasters,0.32,61,27,5.6,34
X360,2012,Racing,Codemasters,0.27,64,33,5.7,22
XB,2004,Role-Playing,Microsoft Game Studios,2.66,85,87,8.5,268
X360,2008,Role-Playing,Microsoft Game Studios,4.27,89,95,6.5,2423
X360,2010,Role-Playing,Microsoft Game Studios,5.1,80,88,6.5,604
PC,2011,Role-Playing,Microsoft Game Studios,0.32,75,39,5.4,555
X360,2012,Role-Playing,Microsoft Game Studios,0.28,61,70,4.8,80
PC,2005,Role-Playing,Microsoft Game Studios,0.07,83,54,8.7,489
PS3,2008,Fighting,Electronic Arts,0.17,53,37,3.8,20
X360,2008,Fighting,Electronic Arts,0.19,54,57,6.3,19
Wii,2008,Fighting,Electronic Arts,0.22,61,15,5.6,7
PS3,2013,Role-Playing,Nippon Ichi Software,0.19,65,31,7.4,50
PS4,2015,Role-Playing,Idea Factory International,0.07,71,21,6.2,34
PS3,2009,Action,Playlogic Game Factory,0.17,53,34,6,22
X360,2009,Action,Playlogic Game Factory,0.17,51,47,6.2,12
PC,2005,Simulation,Graphsim Entertainment,0.02,90,7,8.6,37
PC,2008,Role-Playing,Bethesda Softworks,0.98,91,48,7.9,3450
PS3,2008,Role-Playing,Bethesda Softworks,3.94,90,57,8,910
X360,2008,Role-Playing,Bethesda Softworks,4.93,93,84,8.5,1655
PC,2015,Role-Playing,Bethesda Softworks,1.29,84,38,5.4,7512
XOne,2015,Role-Playing,Bethesda Softworks,4.22,88,39,6.2,1749
PS4,2015,Role-Playing,Bethesda Softworks,7.16,87,58,6.5,4228
PS2,2004,Role-Playing,Avalon Interactive,0.07,64,31,4.1,51
XB,2004,Role-Playing,Avalon Interactive,0.05,66,33,5.5,23
PS3,2010,Role-Playing,Bethesda Softworks,3.11,82,57,7.8,492
X360,2010,Role-Playing,Bethesda Softworks,4.05,84,81,8.1,769
PC,2010,Role-Playing,Bethesda Softworks,1.17,84,39,8.6,2754
X360,2011,Misc,Ubisoft,0.1,47,4,5.3,6
PSP,2006,Action,Take-Two Interactive,0.19,51,14,6.3,15
X360,2012,Action,Activision,0.25,39,28,5,51
PS3,2012,Action,Activision,0.26,40,9,6.4,31
Wii,2008,Misc,D3Publisher,0.09,42,10,1,7
XOne,2014,Misc,Disney Interactive Studios,0.15,77,48,7.5,67
GC,2005,Action,Activision,0.24,61,32,4,6
XB,2005,Action,Activision,0.27,62,46,6.6,8
PS2,2005,Action,Activision,0.5,64,42,7.8,19
DS,2007,Action,Take-Two Interactive,0.04,35,8,4.8,13
X360,2007,Action,Take-Two Interactive,0.11,45,30,5.4,16
Wii,2007,Action,Take-Two Interactive,0.05,39,16,5.9,15
PS3,2007,Action,Take-Two Interactive,0.15,47,26,6.2,10
PS2,2007,Action,Take-Two Interactive,0.39,36,7,6.4,17
X360,2011,Simulation,THQ,0.41,66,11,7.5,4
3DS,2012,Role-Playing,Nintendo,1.13,73,51,8.6,209
PS2,2000,Puzzle,Sony Computer Entertainment,0.47,72,18,6.3,9
PC,2004,Shooter,Ubisoft,0.05,89,72,8.1,724
PC,2008,Action,Ubisoft,0.48,85,34,5.8,1345
PS3,2008,Action,Ubisoft,1.38,85,49,6.4,241
X360,2008,Action,Ubisoft,1.59,85,75,6.7,288
PC,2012,Shooter,Ubisoft,0.96,88,43,8.2,3183
PS3,2012,Shooter,Ubisoft,3.35,90,32,8.5,1041
X360,2012,Shooter,Ubisoft,3,91,39,8.6,1247
PC,2014,Shooter,Ubisoft,0.63,80,17,6.7,1064
XOne,2014,Shooter,Ubisoft,1.63,82,15,7.5,383
PS4,2014,Shooter,Ubisoft,4.04,85,83,7.7,1653
XB,2005,Shooter,Ubisoft,0.57,85,56,5.7,73
XB,2006,Shooter,Ubisoft,0.08,78,15,6.3,32
X360,2006,Shooter,Ubisoft,0.24,78,46,6.2,80
Wii,2006,Shooter,Ubisoft,0.08,38,23,5.3,53
PC,2016,Action,Ubisoft,0.16,74,18,4.8,368
PS4,2016,Action,Ubisoft,2.26,76,91,6.3,635
XOne,2016,Action,Ubisoft,0.88,77,27,6.4,194
PC,2016,Simulation,Focus Home Interactive,0.65,64,5,8,20
PS4,2016,Simulation,Focus Home Interactive,0.41,69,17,8.7,12
PC,2012,Simulation,Focus Home Interactive,0.96,65,12,7.5,111
PS3,2013,Simulation,Focus Home Interactive,0.14,40,17,2.9,9
X360,2013,Simulation,Focus Home Interactive,0.38,33,12,6.2,30
WiiU,2016,Action,Nintendo,0.01,81,46,8.5,151
PSP,2010,Action,Sony Computer Entertainment,0.12,74,33,8.7,25
PS2,2001,Action,Wanadoo,0.14,74,22,8.9,72
XB,2002,Action,Tecmo Koei,0.06,77,17,8.6,16
PS2,2003,Action,Ubisoft,0.16,81,40,9.2,100
XB,2004,Action,Microsoft Game Studios,0.05,84,37,8.3,16
PS2,2005,Action,Take-Two Interactive,0.08,78,46,8.9,58
WiiU,2014,Action,Nintendo,0.11,67,58,7.6,226
PS2,2006,Fighting,Ignition Entertainment,0.04,68,22,8.3,4
X360,2007,Racing,Tecmo Koei,0.13,61,30,4.2,19
PSP,2010,Role-Playing,Marvelous Interactive,0.31,58,10,8.1,39
PS,2001,Action,Eidos Interactive,0.18,84,15,8.9,17
GBA,2004,Action,Hip Interactive,0.14,30,15,3,4
DS,2004,Puzzle,Sega,0.29,75,55,8.1,18
PS3,2008,Racing,System 3 Arcade Software,0.04,71,37,6.2,26
PS2,2002,Racing,Sony Computer Entertainment,0.05,70,14,4.4,5
PSP,2006,Strategy,Sony Online Entertainment,0.16,77,53,7.8,31
X360,2005,Sports,Electronic Arts,0.15,62,39,6,34
X360,2013,Sports,Electronic Arts,4.22,84,41,4.2,435
PS3,2013,Sports,Electronic Arts,6.47,86,37,4.3,576
PC,2013,Sports,Electronic Arts,0.4,87,6,4.6,441
XOne,2013,Sports,Electronic Arts,1.16,88,22,5.8,328
PS4,2013,Sports,Electronic Arts,3.01,87,26,6.3,616
PC,2014,Sports,Electronic Arts,0.28,82,9,4.2,383
XOne,2014,Sports,Electronic Arts,2.18,82,33,5.4,347
PS4,2014,Sports,Electronic Arts,6.08,82,47,5.7,988
PS4,2015,Sports,Electronic Arts,8.57,82,42,4.3,896
PC,2015,Sports,Electronic Arts,0.2,81,10,4.4,296
XOne,2015,Sports,Electronic Arts,3.25,84,45,4.4,459
PC,2016,Sports,Electronic Arts,0.12,84,12,4.2,160
PS4,2016,Sports,Electronic Arts,7.59,85,41,5,398
XOne,2016,Sports,Electronic Arts,2.65,84,50,5.5,201
PS,2000,Sports,Electronic Arts,0.32,85,10,7.8,5
PC,2011,Sports,Electronic Arts,0.05,72,11,3.9,24
PSP,2005,Sports,Electronic Arts,0.12,73,23,7.7,22
PSV,2012,Sports,Electronic Arts,0.58,79,45,7.2,79
XB,2005,Sports,Electronic Arts,0.68,80,39,7.5,22
PSP,2005,Sports,Electronic Arts,0.11,77,17,7.7,20
PS2,2005,Sports,Electronic Arts,4.21,80,32,7.8,47
PC,2007,Sports,Electronic Arts,0.02,77,7,6.1,50
Wii,2007,Sports,Electronic Arts,1.02,65,13,6.1,26
PS2,2007,Sports,Electronic Arts,3.14,83,12,6.5,36
PS3,2007,Sports,Electronic Arts,1.75,81,28,7.1,47
PSP,2007,Sports,Electronic Arts,1.35,79,7,7.4,15
X360,2007,Sports,Electronic Arts,1.35,82,43,7.9,57
DS,2008,Sports,Electronic Arts,0.49,84,5,6.1,31
PC,2008,Sports,Electronic Arts,0.02,77,15,6.8,36
PS2,2008,Sports,Electronic Arts,2.28,82,8,6.9,20
PS3,2008,Sports,Electronic Arts,2.58,87,42,7.5,108
X360,2008,Sports,Electronic Arts,1.94,87,51,8,106
PSP,2008,Sports,Electronic Arts,1.35,84,8,8.9,21
Wii,2008,Sports,Electronic Arts,0.89,80,18,8.4,22
PC,2009,Sports,Electronic Arts,0.05,72,14,3.8,59
Wii,2009,Sports,Electronic Arts,0.98,75,21,6.2,17
X360,2009,Sports,Electronic Arts,2.62,90,63,7.5,133
PS3,2009,Sports,Electronic Arts,3.62,91,56,7.6,203
PSP,2009,Sports,Electronic Arts,1.15,83,9,7.9,14
PSP,2010,Sports,Electronic Arts,1.2,68,6,5.4,9
Wii,2010,Sports,Electronic Arts,1.07,73,17,7.3,8
X360,2010,Sports,Electronic Arts,3.52,88,66,7.5,155
PC,2010,Sports,Electronic Arts,0.18,83,16,7.7,102
PS3,2010,Sports,Electronic Arts,5.07,89,51,8,233
3DS,2012,Action,Electronic Arts,0.29,68,4,3.7,16
PSV,2012,Action,Electronic Arts,0.44,57,9,4.1,89
X360,2012,Action,Electronic Arts,5.16,90,48,6.1,403
WiiU,2012,Action,Electronic Arts,0.47,69,28,6.2,49
PC,2012,Action,Electronic Arts,0.4,86,7,6.6,286
PS3,2012,Action,Electronic Arts,8.16,88,37,6.6,348
PS2,2001,Sports,Electronic Arts,0.63,82,17,5.8,28
PS,2001,Sports,Electronic Arts,0.15,81,8,6.4,5
GC,2001,Sports,Electronic Arts,0.18,81,13,8,9
PS2,2002,Sports,Electronic Arts,3.4,88,15,6.7,35
XB,2002,Sports,Electronic Arts,0.63,88,11,7.7,11
GC,2002,Sports,Electronic Arts,0.08,86,12,7.8,10
GC,2003,Sports,Electronic Arts,0.07,83,17,6.2,12
GBA,2003,Sports,Electronic Arts,0.05,82,4,7.9,9
XB,2003,Sports,Electronic Arts,0.79,82,20,8.2,23
PS2,2004,Sports,Electronic Arts,3.7,81,27,7.6,56
GBA,2004,Sports,Electronic Arts,0.08,75,4,7.8,5
GC,2004,Sports,Electronic Arts,0.14,78,22,8.5,6
XB,2004,Sports,Electronic Arts,0.97,81,34,8.7,23
PS2,2005,Sports,Electronic Arts,0.31,59,29,7.9,52
XB,2005,Sports,Electronic Arts,0.1,60,21,8,9
PS3,2012,Sports,Electronic Arts,1.23,76,36,6.4,66
X360,2012,Sports,Electronic Arts,0.89,77,47,6.7,58
GC,2006,Sports,Electronic Arts,0.11,63,16,5.7,7
PSP,2006,Sports,Electronic Arts,0.13,58,6,6.9,17
XB,2006,Sports,Electronic Arts,0.08,63,30,7.1,9
DS,2006,Sports,Electronic Arts,0.04,43,5,7.5,4
PS2,2006,Sports,Electronic Arts,0.37,59,27,7.7,42
PS3,2008,Sports,Electronic Arts,0.32,63,37,6.9,19
X360,2008,Sports,Electronic Arts,0.32,63,48,6.9,18
GC,2006,Sports,Electronic Arts,0.13,76,17,6.2,5
X360,2006,Sports,Electronic Arts,0.48,72,49,6.6,33
DS,2006,Sports,Electronic Arts,0.04,71,7,7.2,6
PSP,2006,Sports,Electronic Arts,0.11,72,15,7.3,8
PS2,2006,Sports,Electronic Arts,0.57,77,28,8.1,33
XB,2006,Sports,Electronic Arts,0.24,77,22,8.4,9
GBA,2006,Sports,Electronic Arts,0.03,57,4,6.9,7
PS2,2004,Fighting,Vivendi Games,0.18,36,28,4.4,22
XB,2004,Fighting,Vivendi Games,0.11,37,29,4.7,13
XB,2004,Fighting,Electronic Arts,0.68,85,47,8.7,20
PS2,2004,Fighting,Electronic Arts,1.48,85,43,9,25
PS3,2011,Fighting,Electronic Arts,1.11,84,52,7.3,95
X360,2011,Fighting,Electronic Arts,0.78,86,59,7.4,105
GC,2005,Fighting,Electronic Arts,0.17,87,32,7.9,7
XB,2005,Fighting,Electronic Arts,0.6,88,48,8.8,27
PS2,2005,Fighting,Electronic Arts,0.87,88,37,9,37
PS3,2006,Fighting,Electronic Arts,1.67,83,37,7.9,24
PSP,2006,Fighting,Electronic Arts,0.52,74,22,8.1,22
PS2,2006,Fighting,Electronic Arts,1.56,84,32,8.1,41
X360,2006,Fighting,Electronic Arts,1.47,86,67,8.8,264
XB,2006,Fighting,Electronic Arts,0.33,83,32,9,21
PS3,2009,Fighting,Electronic Arts,1.52,88,46,7.6,95
X360,2009,Fighting,Electronic Arts,1.4,87,76,8.1,86
PS2,2002,Fighting,Enterbrain,0.07,58,11,7.8,5
XOne,2013,Fighting,Ubisoft,0.19,23,39,3,211
X360,2010,Fighting,Ubisoft,0.6,32,38,4.6,23
DS,2009,Role-Playing,Aspyr,0.09,45,10,8.1,31
PSP,2007,Role-Playing,Square Enix,0.58,67,34,7.7,47
PS,1999,Role-Playing,Square EA,0.8,80,14,8.1,28
PS,2001,Role-Playing,Square,0.52,89,15,9.1,37
Wii,2009,Role-Playing,Square Enix,0.25,64,29,5.6,11
DS,2009,Role-Playing,Square Enix,0.47,75,37,7.3,21
DS,2007,Role-Playing,Square Enix,0.66,77,41,7.2,25
Wii,2009,Action,Square Enix,0.39,66,53,7.6,70
3DS,2014,Role-Playing,Square Enix,0.54,69,57,7,87
DS,2006,Adventure,Ubisoft,0.24,75,42,7.4,28
Wii,2007,Role-Playing,Square Enix,0.21,76,34,8,20
PSP,2007,Role-Playing,Square Enix,0.5,63,31,7.1,24
DS,2006,Role-Playing,Square Enix,2.08,77,45,7.1,136
DS,2007,Simulation,Square Enix,1.21,85,52,7.7,164
GBA,2005,Role-Playing,Nintendo,0.61,85,30,7.3,70
PSP,2011,Role-Playing,Square Enix,0.56,77,41,7.5,80
PS,2000,Role-Playing,SquareSoft,5.3,94,22,8.9,779
PS,1997,Role-Playing,SquareSoft,2.45,83,12,8.2,190
DS,2007,Role-Playing,Square Enix,0.75,80,47,6.9,106
GBA,2003,Role-Playing,SquareSoft,2.13,87,44,7.8,212
PSP,2007,Role-Playing,Square Enix,1.16,88,41,8,238
GBA,2006,Role-Playing,Nintendo,0.26,83,25,7.2,75
GBA,2006,Role-Playing,Nintendo,0.28,92,25,8.4,190
PS,1997,Role-Playing,Sony Computer Entertainment,9.72,92,20,9.2,1282
PS,1999,Role-Playing,SquareSoft,7.86,90,24,8.6,644
PS2,2001,Role-Playing,Sony Computer Entertainment,8.05,92,53,8.7,1056
PSV,2013,Role-Playing,Square Enix,0.8,86,14,8.5,223
PS3,2013,Role-Playing,Square Enix,1.27,85,50,8.5,332
PS2,2003,Role-Playing,Electronic Arts,5.29,85,45,6.6,400
X360,2006,Role-Playing,Square Enix,0.19,66,25,6.5,33
PS2,2004,Role-Playing,Square Enix,0.25,77,13,8,10
PS2,2006,Role-Playing,Square Enix,0.23,87,4,7.1,13
X360,2007,Role-Playing,Square Enix,0.3,63,4,5.8,5
PS2,2006,Role-Playing,Square Enix,5.95,92,64,7.6,972
DS,2007,Role-Playing,Square Enix,1.37,81,44,6.1,60
PS3,2009,Role-Playing,Square Enix,5.33,83,83,7.3,2483
X360,2010,Role-Playing,Square Enix,2.16,82,54,6.3,539
X360,2011,Role-Playing,Square Enix,0.73,79,50,6.3,268
PS3,2011,Role-Playing,Square Enix,2.63,79,53,6.6,707
PS4,2015,Action,Square Enix,0.13,86,20,7.6,225
PC,2015,Action,Square Enix,0.02,86,14,7.7,255
GC,2003,Role-Playing,Nintendo,1.49,80,55,8.1,94
DS,2009,Role-Playing,Square Enix,0.58,71,49,7.1,38
GBA,2001,Fighting,Ubisoft,0.21,82,16,7.8,8
XB,2006,Action,Capcom,0.02,42,29,4,4
PS2,2006,Action,Capcom,0.05,43,36,6.2,11
GC,2003,Action,THQ,0.89,62,11,5.5,8
GBA,2003,Strategy,Nintendo,0.97,88,31,9.2,144
3DS,2012,Role-Playing,Nintendo,2.01,92,72,9.1,1130
GC,2005,Action,Nintendo,0.54,85,42,8.9,141
Wii,2007,Strategy,Nintendo,0.49,78,36,8.7,180
DS,2008,Role-Playing,Nintendo,0.61,81,42,7,106
GBA,2004,Strategy,Nintendo,0.89,85,38,9.1,132
PS2,2005,Sports,505 Games,0.09,78,12,8.5,17
DS,2007,Simulation,Majesco Entertainment,0.26,46,9,7,6
PS2,2003,Sports,Konami Digital Entertainment,0.04,67,7,7.5,4
Wii,2007,Misc,Konami Digital Entertainment,0.31,58,9,8.1,9
Wii,2011,Sports,Namco Bandai Games,0.39,69,9,7,8
PS3,2010,Action,Ubisoft Annecy,0.66,60,30,6.9,29
X360,2010,Action,Ubisoft Annecy,0.16,59,38,7.3,23
PS3,2012,Fighting,Tecmo Koei,0.3,49,19,7,19
X360,2012,Fighting,Tecmo Koei,0.06,55,18,7.1,20
WiiU,2013,Fighting,Tecmo Koei,0.02,40,4,5.8,18
DS,2007,Misc,Nintendo,3.83,59,22,4,4
XB,2004,Racing,Empire Interactive,0.17,71,39,8.2,21
PS2,2004,Racing,Empire Interactive,0.38,70,30,8.5,16
XB,2006,Racing,Empire Interactive,0.04,73,38,7.3,8
PS2,2006,Racing,Empire Interactive,0.16,73,44,7.5,27
PSP,2008,Racing,Empire Interactive,0.29,74,28,8.2,21
X360,2007,Racing,Empire Interactive,0.11,80,44,8.8,66
PC,2008,Racing,Empire Interactive,0.01,79,16,7.7,127
Wii,2010,Action,Nintendo,0.47,48,26,6.8,13
PS2,2003,Misc,Ubisoft,0.06,64,28,8.1,12
DS,2008,Adventure,Rising Star Games,0.07,54,37,7.1,15
PS3,2007,Role-Playing,Sony Computer Entertainment,0.32,75,55,8.2,145
Wii,2009,Misc,Namco Bandai Games,0.44,53,8,6.8,5
PC,2009,Sports,Sega,0.07,87,33,9,262
PC,2010,Sports,Sega,1.26,85,23,8.4,77
PC,2011,Sports,Sega,1.51,84,45,8,172
PC,2012,Sports,Sega,1.15,86,37,6.7,228
PC,2013,Sports,Sega,0.64,85,41,5.5,275
PC,2014,Simulation,Sega,0.46,80,36,6,151
PC,2015,Simulation,Sega,0.35,81,34,6.9,97
PC,2016,Simulation,Sega,0.09,81,41,4.3,57
PSP,2009,Sports,Sega,0.35,69,10,6.9,7
PSP,2010,Sports,Sega,0.41,77,5,7.7,6
PC,2009,Sports,Sega,0.01,82,23,3.1,45
PS2,2005,Racing,Take-Two Interactive,0.29,58,5,7.3,8
PS,2001,Racing,Empire Interactive,0.86,53,4,5.8,4
PS2,2003,Racing,Empire Interactive,1,51,5,8,8
PS2,2004,Racing,Take-Two Interactive,0.26,50,7,6.6,8
Wii,2008,Racing,Xplosiv,0.47,37,5,6.3,4
PS2,2001,Role-Playing,From Software,0.09,64,13,7.8,6
XB,2004,Action,Atari,0.09,72,17,6.5,6
PS2,2004,Action,Atari,0.2,71,40,6.8,18
PS2,2001,Racing,Sony Computer Entertainment,0.26,73,18,6,5
Wii,2011,Misc,Nintendo,0.48,68,42,7.5,24
X360,2012,Racing,Microsoft Game Studios,1.96,85,83,8.4,431
XOne,2014,Racing,Microsoft Game Studios,1.4,86,85,8.2,977
XOne,2016,Racing,Microsoft Game Studios,1.08,91,90,7.4,594
XB,2005,Racing,Microsoft Game Studios,1.05,92,73,7.6,213
X360,2007,Racing,Microsoft Game Studios,4.05,90,66,8.3,381
X360,2009,Racing,Microsoft Game Studios,5.49,92,90,8,516
X360,2011,Racing,Microsoft Game Studios,4.57,91,83,8.2,617
XOne,2013,Racing,Microsoft Game Studios,2.2,79,76,5.9,1095
XOne,2015,Racing,Microsoft Game Studios,1.8,87,85,7.9,863
DS,2008,Role-Playing,Nintendo,0.89,70,17,7.9,15
DS,2010,Role-Playing,Nintendo,0.67,68,8,7.1,11
3DS,2014,Role-Playing,Nintendo,0.36,57,25,4.8,19
PS3,2008,Shooter,LucasArts,0.16,62,40,5.8,18
X360,2008,Shooter,LucasArts,0.33,63,60,6.2,45
Wii,2009,Role-Playing,Rising Star Games,0.36,67,41,8.3,63
GC,2003,Shooter,Electronic Arts,0.13,83,15,7.8,12
XB,2003,Shooter,Electronic Arts,0.23,82,23,8.2,23
PS2,2003,Shooter,Electronic Arts,0.52,81,26,8.4,57
PSV,2014,Role-Playing,Sony Computer Entertainment,0.65,73,39,8.3,265
DS,2006,Simulation,Natsume,0.02,46,7,7.7,6
PS2,2002,Racing,Electronic Arts,1.06,81,25,7.3,14
PC,2003,Simulation,Microsoft Game Studios,0.05,85,39,9,185
PS2,2003,Racing,Midway Games,0.09,67,25,8.3,17
PS2,2001,Misc,Sony Computer Entertainment,0.19,83,26,9,29
PS,1999,Action,Hasbro Interactive,1.43,77,4,7.9,8
3DS,2011,Action,Konami Digital Entertainment,0.21,54,11,5.5,8
GC,2002,Platform,Konami Digital Entertainment,0.13,60,6,7.2,5
PS2,2005,Platform,Konami Digital Entertainment,0.1,54,17,4,5
PSP,2005,Platform,Konami Digital Entertainment,0.11,66,18,6.4,5
PS2,2001,Platform,Konami Digital Entertainment,1.23,32,6,4.6,29
PS2,2003,Platform,Konami Digital Entertainment,0.32,59,12,8.5,6
PS2,2005,Action,Electronic Arts,0.41,69,29,7.6,36
